,phase,pid,total_trials,trial_id,number_of_guesses,guess_phase,true_word,guess,which_guess,guess_number_total,guess_number_phase_two,guesses_remain,time_elapsed_curr,time_elapsed_trial,n_green,n_yellow,current_time,start_time,uniqueid,prev_exp,age,n_remaining_prev,n_remaining_post,code
1447,TEST,3934368,10,1,10,guess,2132,3212,None,10,5,4,26.819,184.055,1,3,1715017662187,1715017478132,debugYpa6h:debugOqEYc,5,51,256,1,2132
1448,TEST,3934368,10,1,10,guess,2132,2132,None,11,6,3,37.062,221.117,4,0,1715017699249,1715017478132,debugYpa6h:debugOqEYc,5,51,256,1,2132
1449,TEST,3934368,10,2,10,forced,4433,4444,Easy,0,0,9,6.058,6.058,2,0,1715017711817,1715017705759,debugYpa6h:debugOqEYc,5,51,256,54,4433
1450,TEST,3934368,10,2,10,forced,4433,2414,Hard,1,0,9,4.612,10.67,1,1,1715017716429,1715017705759,debugYpa6h:debugOqEYc,5,51,256,4,4433
1451,TEST,3934368,10,2,10,forced,4433,4431,Hard,2,0,9,10.511,21.181,3,0,1715017726940,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1452,TEST,3934368,10,2,10,guess,4433,4413,None,3,0,9,33.767,54.948,3,0,1715017760707,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1453,TEST,3934368,10,2,10,guess,4433,4421,None,4,1,8,66.294,121.242,2,0,1715017827001,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1454,TEST,3934368,10,2,10,guess,4433,4423,None,5,2,7,22.86,144.102,3,0,1715017849861,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1455,TEST,3934368,10,2,10,guess,4433,4412,None,6,3,6,30.423,174.525,2,0,1715017880284,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1456,TEST,3934368,10,2,10,guess,4433,4433,None,7,4,5,26.829,201.354,4,0,1715017907113,1715017705759,debugYpa6h:debugOqEYc,5,51,256,1,4433
1457,TEST,3934368,10,3,10,forced,3142,1224,Hard,0,0,9,2.751,2.751,0,3,1715017916302,1715017913551,debugYpa6h:debugOqEYc,5,51,256,20,3142
1458,TEST,3934368,10,3,10,forced,3142,2341,Hard,1,0,9,4.613,7.364,1,3,1715017920915,1715017913551,debugYpa6h:debugOqEYc,5,51,256,3,3142
1459,TEST,3934368,10,3,10,forced,3142,3123,Hard,2,0,9,15.555,22.919,2,1,1715017936470,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1460,TEST,3934368,10,3,10,guess,3142,2314,None,3,0,9,38.843,61.762,0,4,1715017975313,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1461,TEST,3934368,10,3,10,guess,3142,2134,None,4,1,8,10.518,72.28,1,3,1715017985831,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1462,TEST,3934368,10,3,10,guess,3142,2143,None,5,2,7,31.444,103.724,2,2,1715018017275,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1463,TEST,3934368,10,3,10,guess,3142,2413,None,6,3,6,32.288,136.012,0,4,1715018049563,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1464,TEST,3934368,10,3,10,guess,3142,2431,None,7,4,5,6.995,143.007,0,4,1715018056558,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1465,TEST,3934368,10,3,10,guess,3142,3421,None,8,5,4,24.303,167.31,1,3,1715018080861,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1466,TEST,3934368,10,3,10,guess,3142,3241,None,9,6,3,11.797,179.107,2,2,1715018092658,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1467,TEST,3934368,10,3,10,guess,3142,1234,None,10,7,2,10.437,189.544,0,4,1715018103095,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1468,TEST,3934368,10,3,10,guess,3142,1324,None,11,8,1,7.666,197.21,0,4,1715018110761,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1469,TEST,3934368,10,3,10,guess,3142,1432,None,12,9,0,10.537,207.747,1,3,1715018121298,1715017913551,debugYpa6h:debugOqEYc,5,51,256,1,3142
1470,TEST,3934368,10,4,10,forced,3213,4444,Easy,0,0,9,2.675,2.675,0,0,1715018133710,1715018131035,debugYpa6h:debugOqEYc,5,51,256,81,3213
1471,TEST,3934368,10,4,10,forced,3213,3333,Easy,1,0,9,6.594,9.269,2,0,1715018140304,1715018131035,debugYpa6h:debugOqEYc,5,51,256,24,3213
1472,TEST,3934368,10,4,10,forced,3213,3223,Hard,2,0,9,5.336,14.605,3,0,1715018145640,1715018131035,debugYpa6h:debugOqEYc,5,51,256,2,3213
1473,TEST,3934368,10,4,10,forced,3213,3123,Hard,3,0,9,11.538,26.143,2,2,1715018157178,1715018131035,debugYpa6h:debugOqEYc,5,51,256,1,3213
1474,TEST,3934368,10,4,10,guess,3213,3213,None,4,0,9,13.614,39.757,4,0,1715018170792,1715018131035,debugYpa6h:debugOqEYc,5,51,256,1,3213
1475,TEST,3934368,10,5,10,forced,1224,4444,Easy,0,0,9,3.258,3.258,1,0,1715018177723,1715018174465,debugYpa6h:debugOqEYc,5,51,256,108,1224
1476,TEST,3934368,10,5,10,forced,1224,3333,Easy,1,0,9,4.978,8.236,0,0,1715018182701,1715018174465,debugYpa6h:debugOqEYc,5,51,256,32,1224
1477,TEST,3934368,10,5,10,forced,1224,2242,Easy,2,0,9,8.989,17.225,1,2,1715018191690,1715018174465,debugYpa6h:debugOqEYc,5,51,256,6,1224
1478,TEST,3934368,10,5,10,forced,1224,2432,Hard,3,0,9,10.784,28.009,0,3,1715018202474,1715018174465,debugYpa6h:debugOqEYc,5,51,256,2,1224
1479,TEST,3934368,10,5,10,forced,1224,4221,Hard,4,0,9,9.04,37.049,2,2,1715018211514,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1480,TEST,3934368,10,5,10,guess,1224,4212,None,5,0,9,25.394,62.443,1,3,1715018236908,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1481,TEST,3934368,10,5,10,guess,1224,4122,None,6,1,8,9.771,72.214,1,3,1715018246679,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1482,TEST,3934368,10,5,10,guess,1224,2144,None,7,2,7,19.514,91.728,1,2,1715018266193,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1483,TEST,3934368,10,5,10,guess,1224,2414,None,8,3,6,8.903,100.631,1,2,1715018275096,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1484,TEST,3934368,10,5,10,guess,1224,2441,None,9,4,5,9.659,110.29,0,3,1715018284755,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1485,TEST,3934368,10,5,10,guess,1224,1244,None,10,5,4,15.296,125.586,3,0,1715018300051,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1486,TEST,3934368,10,5,10,guess,1224,1424,None,11,6,3,7.45,133.036,3,0,1715018307501,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1487,TEST,3934368,10,5,10,guess,1224,1442,None,12,7,2,7.684,140.72,1,2,1715018315185,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1488,TEST,3934368,10,5,10,guess,1224,4142,None,13,8,1,21.083,161.803,0,3,1715018336268,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1489,TEST,3934368,10,5,10,guess,1224,1224,None,14,9,0,43.848,205.651,4,0,1715018380116,1715018174465,debugYpa6h:debugOqEYc,5,51,256,1,1224
1490,TEST,3934368,10,6,10,forced,4123,2222,Easy,0,0,9,3.365,3.365,1,0,1715018389848,1715018386483,debugYpa6h:debugOqEYc,5,51,256,108,4123
1491,TEST,3934368,10,6,10,forced,4123,3333,Easy,1,0,9,4.325,7.69,1,0,1715018394173,1715018386483,debugYpa6h:debugOqEYc,5,51,256,48,4123
1492,TEST,3934368,10,6,10,forced,4123,2444,Easy,2,0,9,5.75,13.44,0,2,1715018399923,1715018386483,debugYpa6h:debugOqEYc,5,51,256,6,4123
1493,TEST,3934368,10,6,10,forced,4123,2223,Easy,3,0,9,16.223,29.663,2,0,1715018416146,1715018386483,debugYpa6h:debugOqEYc,5,51,256,2,4123
1494,TEST,3934368,10,6,10,forced,4123,4213,Hard,4,0,9,17.88,47.543,2,2,1715018434026,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1495,TEST,3934368,10,6,10,guess,4123,4231,None,5,0,9,17.409,64.952,1,3,1715018451435,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1496,TEST,3934368,10,6,10,guess,4123,4321,None,6,1,8,9.099,74.051,2,2,1715018460534,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1497,TEST,3934368,10,6,10,guess,4123,4312,None,7,2,7,7.033,81.084,1,3,1715018467567,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1498,TEST,3934368,10,6,10,guess,4123,3412,None,8,3,6,23.285,104.369,0,4,1715018490852,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1499,TEST,3934368,10,6,10,guess,4123,3421,None,9,4,5,7.371,111.74,1,3,1715018498223,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1500,TEST,3934368,10,6,10,guess,4123,3124,None,10,5,4,16.496,128.236,2,2,1715018514719,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1501,TEST,3934368,10,6,10,guess,4123,3214,None,11,6,3,7.655,135.891,0,4,1715018522374,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1502,TEST,3934368,10,6,10,guess,4123,2134,None,12,7,2,10.361,146.252,1,3,1715018532735,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1503,TEST,3934368,10,6,10,guess,4123,2314,None,13,8,1,9.914,156.166,0,4,1715018542649,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1504,TEST,3934368,10,6,10,guess,4123,2413,None,14,9,0,12.379,168.545,1,3,1715018555028,1715018386483,debugYpa6h:debugOqEYc,5,51,256,1,4123
1505,TEST,3934368,10,7,10,forced,4411,2222,Easy,0,0,9,3.195,3.195,0,0,1715018572897,1715018569702,debugYpa6h:debugOqEYc,5,51,256,81,4411
1506,TEST,3934368,10,7,10,forced,4411,4444,Easy,1,0,9,4.979,8.174,2,0,1715018577876,1715018569702,debugYpa6h:debugOqEYc,5,51,256,24,4411
1507,TEST,3934368,10,7,10,forced,4411,4433,Hard,2,0,9,6.158,14.332,2,0,1715018584034,1715018569702,debugYpa6h:debugOqEYc,5,51,256,1,4411
1508,TEST,3934368,10,7,10,guess,4411,4411,None,3,0,9,13.809,28.141,4,0,1715018597843,1715018569702,debugYpa6h:debugOqEYc,5,51,256,1,4411
1509,TEST,3934368,10,8,10,forced,2442,4444,Easy,0,0,9,1.793,1.793,2,0,1715018602802,1715018601009,debugYpa6h:debugOqEYc,5,51,256,54,2442
1510,TEST,3934368,10,8,10,forced,2442,2124,Hard,1,0,9,4.447,6.24,1,2,1715018607249,1715018601009,debugYpa6h:debugOqEYc,5,51,256,7,2442
1511,TEST,3934368,10,8,10,forced,2442,4121,Hard,2,0,9,7.259,13.499,0,2,1715018614508,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1512,TEST,3934368,10,8,10,guess,2442,4421,None,3,0,9,18.264,31.763,1,2,1715018632772,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1513,TEST,3934368,10,8,10,guess,2442,4412,None,4,1,8,6.004,37.767,2,1,1715018638776,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1514,TEST,3934368,10,8,10,guess,2442,4142,None,5,2,7,11.422,49.189,2,1,1715018650198,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1515,TEST,3934368,10,8,10,guess,2442,4241,None,6,3,6,7.24,56.429,1,2,1715018657438,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1516,TEST,3934368,10,8,10,guess,2442,4124,None,7,4,5,15.996,72.425,0,3,1715018673434,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1517,TEST,3934368,10,8,10,guess,2442,4214,None,8,5,4,8.409,80.834,0,3,1715018681843,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1518,TEST,3934368,10,8,10,guess,2442,2441,None,9,6,3,27.771,108.605,3,0,1715018709614,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1519,TEST,3934368,10,8,10,guess,2442,1442,None,10,7,2,6.354,114.959,3,0,1715018715968,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1520,TEST,3934368,10,8,10,guess,2442,2144,None,11,8,1,8.247,123.206,2,1,1715018724215,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1521,TEST,3934368,10,8,10,guess,2442,1244,None,12,9,0,7.933,131.139,1,2,1715018732148,1715018601009,debugYpa6h:debugOqEYc,5,51,256,1,2442
1522,TEST,3934368,10,9,10,forced,3343,2222,Easy,0,0,9,3.344,3.344,0,0,1715018749438,1715018746094,debugYpa6h:debugOqEYc,5,51,256,81,3343
1523,TEST,3934368,10,9,10,forced,3343,3333,Easy,1,0,9,2.678,6.022,3,0,1715018752116,1715018746094,debugYpa6h:debugOqEYc,5,51,256,8,3343
1524,TEST,3934368,10,9,10,forced,3343,3243,Hard,2,0,9,4.081,10.103,3,0,1715018756197,1715018746094,debugYpa6h:debugOqEYc,5,51,256,1,3343
1525,TEST,3934368,10,9,10,guess,3343,3343,None,3,0,9,21.078,31.181,4,0,1715018777275,1715018746094,debugYpa6h:debugOqEYc,5,51,256,1,3343
1526,TEST,4827502,10,0,10,forced,1423,4131,Hard,0,0,9,8.442,8.442,0,3,1715017164694,1715017156252,debugcPAn9:debugkk1fT,10,52,256,20,1423
1527,TEST,4827502,10,0,10,forced,1423,1243,Hard,1,0,9,14.641,23.083,2,2,1715017179335,1715017156252,debugcPAn9:debugkk1fT,10,52,256,2,1423
1528,TEST,4827502,10,0,10,forced,1423,3223,Hard,2,0,9,17.128,40.211,2,0,1715017196463,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1529,TEST,4827502,10,0,10,guess,1423,4213,None,3,0,9,51.071,91.282,1,3,1715017247534,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1530,TEST,4827502,10,0,10,guess,1423,1342,None,4,1,8,33.502,124.784,1,3,1715017281036,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1531,TEST,4827502,10,0,10,guess,1423,3214,None,5,2,7,82.099,206.883,0,4,1715017363135,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1532,TEST,4827502,10,0,10,guess,1423,2143,None,6,3,6,66.058,272.941,1,3,1715017429193,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1533,TEST,4827502,10,0,10,guess,1423,1324,None,7,4,5,72.428,345.369,2,2,1715017501621,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1534,TEST,4827502,10,0,10,guess,1423,1234,None,8,5,4,26.72,372.089,1,3,1715017528341,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1535,TEST,4827502,10,0,10,guess,1423,1423,None,9,6,3,27.644,399.733,4,0,1715017555985,1715017156252,debugcPAn9:debugkk1fT,10,52,256,1,1423
1536,TEST,4827502,10,1,10,forced,3231,4322,Hard,0,0,9,5.324,5.324,0,2,1715017574133,1715017568809,debugcPAn9:debugkk1fT,10,52,256,42,3231
1537,TEST,4827502,10,1,10,forced,3231,3333,Easy,1,0,9,25.64,30.964,2,0,1715017599773,1715017568809,debugcPAn9:debugkk1fT,10,52,256,11,3231
1538,TEST,4827502,10,1,10,forced,3231,1222,Easy,2,0,9,40.292,71.256,1,1,1715017640065,1715017568809,debugcPAn9:debugkk1fT,10,52,256,2,3231
1539,TEST,4827502,10,1,10,forced,3231,3213,Hard,3,0,9,14.851,86.107,2,2,1715017654916,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1540,TEST,4827502,10,1,10,guess,3231,3123,None,4,0,9,10.375,96.482,1,3,1715017665291,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1541,TEST,4827502,10,1,10,guess,3231,1233,None,5,1,8,101.298,197.78,2,2,1715017766589,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1542,TEST,4827502,10,1,10,guess,3231,2133,None,6,2,7,37.509,235.289,1,3,1715017804098,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1543,TEST,4827502,10,1,10,guess,3231,3312,None,7,3,6,8.529,243.818,1,3,1715017812627,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1544,TEST,4827502,10,1,10,guess,3231,2331,None,8,4,5,15.558,259.376,2,2,1715017828185,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1545,TEST,4827502,10,1,10,guess,3231,3231,None,9,5,4,5.36,264.736,4,0,1715017833545,1715017568809,debugcPAn9:debugkk1fT,10,52,256,1,3231
1546,TEST,4827502,10,2,10,forced,4123,4322,Hard,0,0,9,5.844,5.844,2,1,1715017844258,1715017838414,debugcPAn9:debugkk1fT,10,52,256,20,4123
1547,TEST,4827502,10,2,10,forced,4123,4444,Easy,1,0,9,8.423,14.267,1,0,1715017852681,1715017838414,debugcPAn9:debugkk1fT,10,52,256,10,4123
1548,TEST,4827502,10,2,10,forced,4123,3133,Easy,2,0,9,9.054,23.321,2,0,1715017861735,1715017838414,debugcPAn9:debugkk1fT,10,52,256,2,4123
1549,TEST,4827502,10,2,10,forced,4123,2232,Easy,3,0,9,32.441,55.762,0,2,1715017894176,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1550,TEST,4827502,10,2,10,guess,4123,4213,None,4,0,9,33.692,89.454,2,2,1715017927868,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1551,TEST,4827502,10,2,10,guess,4123,4132,None,5,1,8,34.183,123.637,2,2,1715017962051,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1552,TEST,4827502,10,2,10,guess,4123,3124,None,6,2,7,7.091,130.728,2,2,1715017969142,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1553,TEST,4827502,10,2,10,guess,4123,3214,None,7,3,6,10.157,140.885,0,4,1715017979299,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1554,TEST,4827502,10,2,10,guess,4123,1324,None,8,4,5,11.444,152.329,1,3,1715017990743,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1555,TEST,4827502,10,2,10,guess,4123,1342,None,9,5,4,19.718,172.047,0,4,1715018010461,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1556,TEST,4827502,10,2,10,guess,4123,3412,None,10,6,3,89.672,261.719,0,4,1715018100133,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1557,TEST,4827502,10,2,10,guess,4123,3421,None,11,7,2,20.503,282.222,1,3,1715018120636,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1558,TEST,4827502,10,2,10,guess,4123,4123,None,12,8,1,26.582,308.804,4,0,1715018147218,1715017838414,debugcPAn9:debugkk1fT,10,52,256,1,4123
1559,TEST,4827502,10,3,10,forced,3142,1224,Hard,0,0,9,10.754,10.754,0,3,1715018165186,1715018154432,debugcPAn9:debugkk1fT,10,52,256,20,3142
1560,TEST,4827502,10,3,10,forced,3142,4444,Easy,1,0,9,8.182,18.936,1,0,1715018173368,1715018154432,debugcPAn9:debugkk1fT,10,52,256,13,3142
1561,TEST,4827502,10,3,10,forced,3142,1121,Easy,2,0,9,13.294,32.23,1,1,1715018186662,1715018154432,debugcPAn9:debugkk1fT,10,52,256,5,3142
1562,TEST,4827502,10,3,10,forced,3142,2411,Hard,3,0,9,29.516,61.746,0,3,1715018216178,1715018154432,debugcPAn9:debugkk1fT,10,52,256,2,3142
1563,TEST,4827502,10,3,10,forced,3142,3313,Hard,4,0,9,49.247,110.993,1,1,1715018265425,1715018154432,debugcPAn9:debugkk1fT,10,52,256,1,3142
1564,TEST,4827502,10,3,10,guess,3142,4321,None,5,0,9,30.279,141.272,0,4,1715018295704,1715018154432,debugcPAn9:debugkk1fT,10,52,256,1,3142
1565,TEST,4827502,10,3,10,guess,3142,4312,None,6,1,8,4.97,146.242,1,3,1715018300674,1715018154432,debugcPAn9:debugkk1fT,10,52,256,1,3142
1566,TEST,4827502,10,3,10,guess,3142,4213,None,7,2,7,67.782,214.024,0,4,1715018368456,1715018154432,debugcPAn9:debugkk1fT,10,52,256,1,3142
1567,TEST,4827502,10,3,10,guess,3142,3142,None,8,3,6,30.18,244.204,4,0,1715018398636,1715018154432,debugcPAn9:debugkk1fT,10,52,256,1,3142
1568,TEST,4827502,10,4,10,forced,1314,4313,Hard,0,0,9,8.726,8.726,2,1,1715018411469,1715018402743,debugcPAn9:debugkk1fT,10,52,256,20,1314
1569,TEST,4827502,10,4,10,forced,1314,4321,Hard,1,0,9,7.146,15.872,1,2,1715018418615,1715018402743,debugcPAn9:debugkk1fT,10,52,256,5,1314
1570,TEST,4827502,10,4,10,forced,1314,1323,Hard,2,0,9,4.957,20.829,2,0,1715018423572,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1571,TEST,4827502,10,4,10,guess,1314,4313,None,3,0,9,51.987,72.816,2,1,1715018475559,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1572,TEST,4827502,10,4,10,guess,1314,1343,None,4,1,8,11.241,84.057,2,1,1715018486800,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1573,TEST,4827502,10,4,10,guess,1314,1344,None,5,2,7,151.119,235.176,3,0,1715018637919,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1574,TEST,4827502,10,4,10,guess,1314,1322,None,6,3,6,24.001,259.177,2,0,1715018661920,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1575,TEST,4827502,10,4,10,guess,1314,4134,None,7,4,5,15.749,274.926,1,2,1715018677669,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1576,TEST,4827502,10,4,10,guess,1314,4143,None,8,5,4,15.248,290.174,0,3,1715018692917,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1577,TEST,4827502,10,4,10,guess,1314,4314,None,9,6,3,38.435,328.609,3,0,1715018731352,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1578,TEST,4827502,10,4,10,guess,1314,2312,None,10,7,2,9.126,337.735,2,0,1715018740478,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1579,TEST,4827502,10,4,10,guess,1314,1344,None,11,8,1,39.97,377.705,3,0,1715018780448,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1580,TEST,4827502,10,4,10,guess,1314,1443,None,12,9,0,59.617,437.322,1,2,1715018840065,1715018402743,debugcPAn9:debugkk1fT,10,52,256,1,1314
1581,TEST,4827502,10,5,10,forced,4433,4444,Easy,0,0,9,2.837,2.837,2,0,1715018856186,1715018853349,debugcPAn9:debugkk1fT,10,52,256,54,4433
1582,TEST,4827502,10,5,10,forced,4433,2222,Easy,1,0,9,2.796,5.633,0,0,1715018858982,1715018853349,debugcPAn9:debugkk1fT,10,52,256,24,4433
1583,TEST,4827502,10,5,10,forced,4433,1414,Hard,2,0,9,6.115,11.748,1,1,1715018865097,1715018853349,debugcPAn9:debugkk1fT,10,52,256,4,4433
1584,TEST,4827502,10,5,10,forced,4433,1433,Hard,3,0,9,13.456,25.204,3,0,1715018878553,1715018853349,debugcPAn9:debugkk1fT,10,52,256,1,4433
1585,TEST,4827502,10,5,10,guess,4433,4343,None,4,0,9,21.152,46.356,2,2,1715018899705,1715018853349,debugcPAn9:debugkk1fT,10,52,256,1,4433
1586,TEST,4827502,10,5,10,guess,4433,3434,None,5,1,8,3.005,49.361,2,2,1715018902710,1715018853349,debugcPAn9:debugkk1fT,10,52,256,1,4433
1587,TEST,4827502,10,5,10,guess,4433,4433,None,6,2,7,2.048,51.409,4,0,1715018904758,1715018853349,debugcPAn9:debugkk1fT,10,52,256,1,4433
1588,TEST,4827502,10,6,10,forced,3343,2222,Easy,0,0,9,1.922,1.922,0,0,1715018916045,1715018914123,debugcPAn9:debugkk1fT,10,52,256,81,3343
1589,TEST,4827502,10,6,10,forced,3343,3333,Easy,1,0,9,4.217,6.139,3,0,1715018920262,1715018914123,debugcPAn9:debugkk1fT,10,52,256,8,3343
1590,TEST,4827502,10,6,10,forced,3343,4344,Easy,2,0,9,4.768,10.907,2,0,1715018925030,1715018914123,debugcPAn9:debugkk1fT,10,52,256,3,3343
1591,TEST,4827502,10,6,10,forced,3343,3444,Easy,3,0,9,18.961,29.868,2,0,1715018943991,1715018914123,debugcPAn9:debugkk1fT,10,52,256,2,3343
1592,TEST,4827502,10,6,10,forced,3343,4143,Easy,4,0,9,4.862,34.73,2,0,1715018948853,1715018914123,debugcPAn9:debugkk1fT,10,52,256,1,3343
1593,TEST,4827502,10,6,10,guess,3343,3434,None,5,0,9,25.342,60.072,1,2,1715018974195,1715018914123,debugcPAn9:debugkk1fT,10,52,256,1,3343
1594,TEST,4827502,10,6,10,guess,3343,3343,None,6,1,8,20.294,80.366,4,0,1715018994489,1715018914123,debugcPAn9:debugkk1fT,10,52,256,1,3343
1595,TEST,4827502,10,7,10,forced,4411,2222,Easy,0,0,9,4.418,4.418,0,0,1715019003831,1715018999413,debugcPAn9:debugkk1fT,10,52,256,81,4411
1596,TEST,4827502,10,7,10,forced,4411,4444,Easy,1,0,9,1.77,6.188,2,0,1715019005601,1715018999413,debugcPAn9:debugkk1fT,10,52,256,24,4411
1597,TEST,4827502,10,7,10,forced,4411,4433,Hard,2,0,9,2.182,8.37,2,0,1715019007783,1715018999413,debugcPAn9:debugkk1fT,10,52,256,1,4411
1598,TEST,4827502,10,7,10,guess,4411,4411,None,3,0,9,18.024,26.394,4,0,1715019025807,1715018999413,debugcPAn9:debugkk1fT,10,52,256,1,4411
1599,TEST,4827502,10,8,10,forced,3314,2222,Easy,0,0,9,2.288,2.288,0,0,1715019034882,1715019032594,debugcPAn9:debugkk1fT,10,52,256,81,3314
1600,TEST,4827502,10,8,10,forced,3314,4444,Easy,1,0,9,2.117,4.405,1,0,1715019036999,1715019032594,debugcPAn9:debugkk1fT,10,52,256,32,3314
1601,TEST,4827502,10,8,10,forced,3314,3333,Easy,2,0,9,2.254,6.659,2,0,1715019039253,1715019032594,debugcPAn9:debugkk1fT,10,52,256,12,3314
1602,TEST,4827502,10,8,10,forced,3314,3113,Hard,3,0,9,3.231,9.89,2,1,1715019042484,1715019032594,debugcPAn9:debugkk1fT,10,52,256,4,3314
1603,TEST,4827502,10,8,10,forced,3314,3134,Easy,4,0,9,5.863,15.753,2,2,1715019048347,1715019032594,debugcPAn9:debugkk1fT,10,52,256,2,3314
1604,TEST,4827502,10,8,10,forced,3314,1444,Hard,5,0,9,2.971,18.724,1,1,1715019051318,1715019032594,debugcPAn9:debugkk1fT,10,52,256,1,3314
1605,TEST,4827502,10,8,10,guess,3314,3134,None,6,0,9,25.161,43.885,2,2,1715019076479,1715019032594,debugcPAn9:debugkk1fT,10,52,256,1,3314
1606,TEST,4827502,10,8,10,guess,3314,4331,None,7,1,8,10.875,54.76,1,3,1715019087354,1715019032594,debugcPAn9:debugkk1fT,10,52,256,1,3314
1607,TEST,4827502,10,8,10,guess,3314,3314,None,8,2,7,46.89,101.65,4,0,1715019134244,1715019032594,debugcPAn9:debugkk1fT,10,52,256,1,3314
