phase,pid,N_OPTIONS,total_trials,true_set_size,max_guess_size,trial_id,exp_phase,bin_stim,true_set,guess,bin_guess,success,guess_size,overlap,correct,guess_number,guess_number_p1,guess_number_p2,which_guess,RT,current_time,start_time,uniqueid,kl,opts_remaining_prev,opts_remaining_post,all_within,all_independent,all_wn_or_ind
TEST,8649068,12,10,3,6,1,forced,011000001000,C110000010000,C010110010110,001011001011,0,6,2,0,1,1,0,Hard,7050,1724957354407,1724957320345,debugnIlzk:debugA6niM,1.2895049210433136,220,90,1,1,1
TEST,8649068,12,10,3,6,1,forced,011000001000,C110000010000,C001110000000,000111000000,0,3,0,0,2,2,0,Easy,4038,1724957359247,1724957320345,debugnIlzk:debugA6niM,1.5849601288872885,90,30,0,0,0
TEST,8649068,12,10,3,6,1,forced,011000001000,C110000010000,C000000001110,000000000111,0,3,0,0,3,3,0,Easy,15307,1724957375357,1724957320345,debugnIlzk:debugA6niM,2.906882523564268,30,4,0,0,0
TEST,8649068,12,10,3,6,1,forced,011000001000,C110000010000,C010011000100,101001100010,0,5,1,0,4,4,0,Hard,18179,1724957394338,1724957320345,debugnIlzk:debugA6niM,0.9999989241064713,4,2,0,0,0
TEST,8649068,12,10,3,6,1,forced,011000001000,C110000010000,C100011001010,010001100101,0,5,1,0,5,5,0,Hard,3537,1724957398677,1724957320345,debugnIlzk:debugA6niM,0.9999987929526883,2,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C010000010100,001000001010,0,3,2,0,6,6,1,NA,48974,1724957448452,1724957320345,debugnIlzk:debugA6niM,8.525006633363956e-07,1,1,1,0,1
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C101100000000,010110000000,0,3,1,0,7,6,2,NA,4422,1724957453675,1724957320345,debugnIlzk:debugA6niM,2.6230799365631395e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C000000001110,000000000111,0,3,0,0,8,6,3,NA,4821,1724957459296,1724957320345,debugnIlzk:debugA6niM,6.557700440686752e-08,1,1,1,0,1
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C000100010000,100010001000,0,3,1,0,9,6,4,NA,5453,1724957465550,1724957320345,debugnIlzk:debugA6niM,8.969587338684987e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C100000100010,010000010001,0,3,1,0,10,6,5,NA,7440,1724957473790,1724957320345,debugnIlzk:debugA6niM,1.2173011551834852e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C001010100000,000101010000,0,3,0,0,11,6,6,NA,15811,1724957490402,1724957320345,debugnIlzk:debugA6niM,6.086505775917023e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C000001110000,000000111000,0,3,1,0,12,6,7,NA,4375,1724957495577,1724957320345,debugnIlzk:debugA6niM,-5.206057831132282e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C110000000000,111000000000,0,3,2,0,13,6,8,NA,3487,1724957499865,1724957320345,debugnIlzk:debugA6niM,3.203424213149573e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C000001000010,100000100001,0,3,0,0,14,6,9,NA,4478,1724957505143,1724957320345,debugnIlzk:debugA6niM,-1.0412116135542673e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,1,guess,011000001000,C110000010000,C000101001000,000010100100,0,3,0,1,15,6,10,NA,3530,1724957509474,1724957320345,debugnIlzk:debugA6niM,-9.465560553473257e-36,1,1,0,0,0
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C001110000000,000111000000,0,3,0,0,1,1,0,Easy,4252,1724957517606,1724957320345,debugnIlzk:debugA6niM,1.38904038956492,220,84,1,1,1
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C000000001110,000000000111,0,3,1,0,2,2,0,Easy,2169,1724957520576,1724957320345,debugnIlzk:debugA6niM,0.9004633231225302,84,45,0,1,1
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C010001101100,001000110110,0,5,1,0,3,3,0,Hard,1909,1724957523287,1724957320345,debugnIlzk:debugA6niM,1.5849600909984216,45,15,0,0,0
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C010011100010,101001110001,0,6,2,0,4,4,0,Hard,7509,1724957531598,1724957320345,debugnIlzk:debugA6niM,1.3219263466144697,15,6,0,0,0
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C000011110100,100001111010,0,6,1,0,5,5,0,Hard,5577,1724957537977,1724957320345,debugnIlzk:debugA6niM,0.999998967824479,6,3,0,0,0
TEST,8649068,12,10,3,6,2,forced,001000001001,C010000010010,C010100111100,001010011110,0,6,2,0,6,6,0,Hard,8376,1724957547155,1724957320345,debugnIlzk:debugA6niM,1.5849601740624528,3,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C010000000100,101000000010,0,3,1,0,7,7,1,NA,27931,1724957575890,1724957320345,debugnIlzk:debugA6niM,3.9346196955657103e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C010010000100,001001000010,0,3,1,0,8,7,2,NA,12824,1724957589516,1724957320345,debugnIlzk:debugA6niM,4.164451248027824e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C010000000110,001000000011,0,3,2,0,9,7,3,NA,2612,1724957592930,1724957320345,debugnIlzk:debugA6niM,6.557701946295996e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C010000001100,001000000110,0,3,1,0,10,7,4,NA,3499,1724957597231,1724957320345,debugnIlzk:debugA6niM,3.2034242131492585e-15,1,1,1,0,1
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C010000000100,101000000010,0,3,1,0,11,7,5,NA,4129,1724957602162,1724957320345,debugnIlzk:debugA6niM,-1.0412119448488754e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C001001010000,000100101000,0,3,1,0,12,7,6,NA,2647,1724957605612,1724957320345,debugnIlzk:debugA6niM,8.969587338685509e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C000000100110,000000010011,0,3,1,0,13,7,7,NA,5578,1724957611992,1724957320345,debugnIlzk:debugA6niM,-5.206057973115681e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C110000000000,111000000000,0,3,1,0,14,7,8,NA,2498,1724957615292,1724957320345,debugnIlzk:debugA6niM,-2.0824232271085194e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C001010001000,000101000100,0,3,0,0,15,7,9,NA,4333,1724957620427,1724957320345,debugnIlzk:debugA6niM,-1.0412117082098571e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,2,guess,001000001001,C010000010010,C000010011000,000001001100,0,3,1,1,16,7,10,NA,4301,1724957625530,1724957320345,debugnIlzk:debugA6niM,-2.0824232271085145e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,3,forced,000110000010,C001100000100,C000000001110,000000000111,0,3,1,0,1,1,0,Easy,2855,1724957634065,1724957320345,debugnIlzk:debugA6niM,1.0264709936112513,220,108,1,1,1
TEST,8649068,12,10,3,6,3,forced,000110000010,C001100000100,C011011100100,001101110010,0,6,2,0,2,2,0,Hard,2198,1724957637065,1724957320345,debugnIlzk:debugA6niM,1.4329573970706333,108,40,0,0,0
TEST,8649068,12,10,3,6,3,forced,000110000010,C001100000100,C010010101010,001001010101,0,5,0,0,3,3,0,Hard,2939,1724957640805,1724957320345,debugnIlzk:debugA6niM,2.3219235011359167,40,8,0,0,0
TEST,8649068,12,10,3,6,3,forced,000110000010,C001100000100,C101010001010,110101000101,0,6,1,0,4,4,0,Hard,10616,1724957652224,1724957320345,debugnIlzk:debugA6niM,0.9999988667267179,8,4,0,0,0
TEST,8649068,12,10,3,6,3,forced,000110000010,C001100000100,C001100101100,000110010110,0,5,3,0,5,5,0,Hard,1883,1724957654909,1724957320345,debugnIlzk:debugA6niM,1.9999968542904916,4,1,0,0,0
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C001000100100,000100010010,0,3,2,0,6,6,1,NA,32271,1724957687983,1724957320345,debugnIlzk:debugA6niM,1.3115404171130569e-07,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C001001000100,000100100010,0,3,2,0,7,6,2,NA,14104,1724957702889,1724957320345,debugnIlzk:debugA6niM,2.1142598890520288e-14,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C000101000100,000010100010,0,3,2,0,8,6,3,NA,8946,1724957712638,1724957320345,debugnIlzk:debugA6niM,6.557700120344347e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C001000100100,000100010010,0,3,2,0,9,6,4,NA,11661,1724957725100,1724957320345,debugnIlzk:debugA6niM,6.0865057759176475e-15,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C100000000100,110000000010,0,3,1,0,10,6,5,NA,4892,1724957730793,1724957320345,debugnIlzk:debugA6niM,-4.1648463122336e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C000000101010,000000010101,0,3,0,0,11,6,6,NA,5098,1724957736693,1724957320345,debugnIlzk:debugA6niM,-1.0412116608820672e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C001001100000,000100110000,0,3,1,0,12,6,7,NA,3249,1724957740744,1724957320345,debugnIlzk:debugA6niM,-1.041211518898655e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C000100100010,000010010001,0,3,1,0,13,6,8,NA,3442,1724957744988,1724957320345,debugnIlzk:debugA6niM,3.203424213149677e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C010010100000,001001010000,0,3,0,0,14,6,9,NA,3102,1724957748891,1724957320345,debugnIlzk:debugA6niM,-6.453791775382614e-43,1,1,1,0,1
TEST,8649068,12,10,3,6,3,guess,000110000010,C001100000100,C000111000000,000011100000,0,3,1,1,15,6,10,NA,2242,1724957751934,1724957320345,debugnIlzk:debugA6niM,-1.0412115188986571e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,4,forced,010110000000,C101100000000,C010100101110,001010010111,0,6,1,0,1,1,0,Hard,2533,1724957758766,1724957320345,debugnIlzk:debugA6niM,1.2895049210433138,220,90,1,1,1
TEST,8649068,12,10,3,6,4,forced,010110000000,C101100000000,C011000010110,101100001011,0,6,1,0,2,2,0,Hard,1626,1724957761195,1724957320345,debugnIlzk:debugA6niM,1.3219263298559303,90,36,0,0,0
TEST,8649068,12,10,3,6,4,forced,010110000000,C101100000000,C001101011000,000110101100,0,5,2,0,3,3,0,Hard,1388,1724957763386,1724957320345,debugnIlzk:debugA6niM,1.5849601522035153,36,12,0,0,0
TEST,8649068,12,10,3,6,4,forced,010110000000,C101100000000,C100010011110,010001001111,0,6,1,0,4,4,0,Hard,1209,1724957765397,1724957320345,debugnIlzk:debugA6niM,1.5849600210497683,12,4,0,0,0
TEST,8649068,12,10,3,6,4,forced,010110000000,C101100000000,C100001101100,110000110110,0,6,1,0,5,5,0,Hard,1946,1724957768145,1724957320345,debugnIlzk:debugA6niM,1.9999960181860743,4,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C011100000000,001110000000,0,3,2,0,6,6,1,NA,5470,1724957774416,1724957320345,debugnIlzk:debugA6niM,1.1148085138451857e-06,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C110000000000,111000000000,0,3,1,0,7,6,2,NA,2185,1724957777403,1724957320345,debugnIlzk:debugA6niM,6.557704348863933e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C000000011010,000000001101,0,3,0,0,8,6,3,NA,4927,1724957783132,1724957320345,debugnIlzk:debugA6niM,6.557701305611182e-08,1,1,1,0,1
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C000001010100,000000101010,0,3,0,0,9,6,4,NA,1978,1724957785912,1724957320345,debugnIlzk:debugA6niM,8.969587338684572e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C010011000000,001001100000,0,3,0,0,10,6,5,NA,3557,1724957790271,1724957320345,debugnIlzk:debugA6niM,8.96958733868478e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C000100010100,000010001010,0,3,1,0,11,6,6,NA,3266,1724957794339,1724957320345,debugnIlzk:debugA6niM,-1.0412122288156619e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C011010000000,001101000000,0,3,1,0,12,6,7,NA,3587,1724957798727,1724957320345,debugnIlzk:debugA6niM,-1.0412116608820894e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C000001101000,000000110100,0,3,0,0,13,6,8,NA,3540,1724957803069,1724957320345,debugnIlzk:debugA6niM,-2.0824232271085087e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C001101000000,000110100000,0,3,2,0,14,6,9,NA,2977,1724957806848,1724957320345,debugnIlzk:debugA6niM,-1.0412116135542626e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,4,guess,010110000000,C101100000000,C000001001100,000000100110,0,3,0,1,15,6,10,NA,3018,1724957810666,1724957320345,debugnIlzk:debugA6niM,-8.605054853042614e-43,1,1,1,0,1
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C001110000000,000111000000,0,3,0,0,1,1,0,Easy,2386,1724957816343,1724957320345,debugnIlzk:debugA6niM,1.38904038956492,220,84,1,1,1
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C001000110100,100100011010,0,5,2,0,2,2,0,Hard,2269,1724957819414,1724957320345,debugnIlzk:debugA6niM,1.4854247322406016,84,30,0,0,0
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C101000010010,110100001001,0,5,1,0,3,3,0,Hard,1931,1724957822148,1724957320345,debugnIlzk:debugA6niM,1.0995343309162406,30,14,0,0,0
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C000000001110,000000000111,0,3,1,0,4,4,0,Easy,2360,1724957825309,1724957320345,debugnIlzk:debugA6niM,0.9999988163729965,14,7,0,0,0
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C010101010100,001010101010,0,5,3,0,5,5,0,Hard,1206,1724957827316,1724957320345,debugnIlzk:debugA6niM,1.8073523096108575,7,2,0,0,0
TEST,8649068,12,10,3,6,5,forced,000000101010,C000001010100,C000111000100,000011100010,0,4,2,0,6,6,0,Easy,3112,1724957831231,1724957320345,debugnIlzk:debugA6niM,0.9999988913180949,2,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C111000000000,011100000000,0,3,0,0,7,7,1,NA,3485,1724957835518,1724957320345,debugnIlzk:debugA6niM,6.557701049337303e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C000001010010,000000101001,0,3,2,0,8,7,2,NA,3895,1724957840215,1724957320345,debugnIlzk:debugA6niM,1.311540083956983e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C001110000000,000111000000,0,3,0,0,9,7,3,NA,1818,1724957842834,1724957320345,debugnIlzk:debugA6niM,3.2034242131490514e-15,1,1,1,0,1
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C000011010000,000001101000,0,3,2,0,10,7,4,NA,3037,1724957846674,1724957320345,debugnIlzk:debugA6niM,3.20342421314874e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C000001001010,000000100101,0,3,1,0,11,7,5,NA,2003,1724957849479,1724957320345,debugnIlzk:debugA6niM,-1.0412118028654671e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C001100100000,000110010000,0,3,0,0,12,7,6,NA,5689,1724957855970,1724957320345,debugnIlzk:debugA6niM,-1.0412117555376534e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C000001011000,000000101100,0,3,2,0,13,7,7,NA,2780,1724957859551,1724957320345,debugnIlzk:debugA6niM,-1.0412116135542714e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C110000000000,111000000000,0,3,0,0,14,7,8,NA,4236,1724957864590,1724957320345,debugnIlzk:debugA6niM,-1.4198339969704393e-35,1,1,0,0,0
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C001000000010,100100000001,0,3,0,0,15,7,9,NA,5031,1724957870423,1724957320345,debugnIlzk:debugA6niM,-4.302528111014331e-43,1,1,1,0,1
TEST,8649068,12,10,3,6,5,guess,000000101010,C000001010100,C000010010100,000001001010,0,3,2,1,16,7,10,NA,4821,1724957876049,1724957320345,debugnIlzk:debugA6niM,-4.732780706989364e-36,1,1,0,0,0
TEST,8649068,12,10,3,6,6,forced,110010000000,C100100000000,C000101100100,100010110010,0,5,2,0,1,1,0,Hard,3916,1724957884047,1724957320345,debugnIlzk:debugA6niM,1.6520741803108074,220,70,1,1,1
TEST,8649068,12,10,3,6,6,forced,110010000000,C100100000000,C001110001010,100111000101,0,6,2,0,2,2,0,Hard,1642,1724957886490,1724957320345,debugnIlzk:debugA6niM,1.3743936321747254,70,27,0,0,0
TEST,8649068,12,10,3,6,6,forced,110010000000,C100100000000,C010101011010,001010101101,0,6,1,0,3,3,0,Hard,1176,1724957888468,1724957320345,debugnIlzk:debugA6niM,1.2954541706557516,27,11,0,0,0
TEST,8649068,12,10,3,6,6,forced,110010000000,C100100000000,C000001001110,100000100111,0,5,1,0,4,4,0,Hard,1224,1724957890493,1724957320345,debugnIlzk:debugA6niM,1.874465644764972,11,3,0,0,0
TEST,8649068,12,10,3,6,6,forced,110010000000,C100100000000,C000010000100,000001000010,0,2,0,0,5,5,0,Easy,2640,1724957893935,1724957320345,debugnIlzk:debugA6niM,1.5849595838709019,3,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C000000011100,000000001110,0,3,0,0,6,6,1,NA,4488,1724957899225,1724957320345,debugnIlzk:debugA6niM,5.901925146275909e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C110100000000,011010000000,0,3,2,0,7,6,2,NA,4268,1724957904294,1724957320345,debugnIlzk:debugA6niM,9.180777097194458e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C001001010000,000100101000,0,3,0,0,8,6,3,NA,2636,1724957907731,1724957320345,debugnIlzk:debugA6niM,3.8761430917511174e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C001001000000,100100100000,0,3,1,0,9,6,4,NA,5271,1724957913803,1724957320345,debugnIlzk:debugA6niM,1.2173011551834123e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C001000100100,000100010010,0,3,0,0,10,6,5,NA,3492,1724957918096,1724957320345,debugnIlzk:debugA6niM,8.9695873386853e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C000000101010,000000010101,0,3,0,0,11,6,6,NA,2938,1724957921835,1724957320345,debugnIlzk:debugA6niM,-6.2472696339977e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C001010100000,000101010000,0,3,0,0,12,6,7,NA,4371,1724957927008,1724957320345,debugnIlzk:debugA6niM,-2.082423274436327e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C000000101100,000000010110,0,3,0,0,13,6,8,NA,2993,1724957930803,1724957320345,debugnIlzk:debugA6niM,-1.5058846921779322e-42,1,1,0,0,0
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C001010100000,000101010000,0,3,0,0,14,6,9,NA,3277,1724957934882,1724957320345,debugnIlzk:debugA6niM,-9.465560123220566e-36,1,1,1,0,1
TEST,8649068,12,10,3,6,6,guess,110010000000,C100100000000,C100100010000,010010001000,0,3,2,1,15,6,10,NA,4925,1724957940608,1724957320345,debugnIlzk:debugA6niM,6.557699832036205e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,7,forced,000100100100,C001001001000,C011000001110,101100000111,0,6,2,0,1,1,0,Hard,4451,1724957949272,1724957320345,debugnIlzk:debugA6niM,1.2895049210433132,220,90,1,1,1
TEST,8649068,12,10,3,6,7,forced,000100100100,C001001001000,C101011001100,010101100110,0,6,3,0,2,2,0,Hard,1399,1724957951473,1724957320345,debugnIlzk:debugA6niM,3.321917541133804,90,9,0,0,0
TEST,8649068,12,10,3,6,7,forced,000100100100,C001001001000,C010010001010,001001000101,0,4,1,0,3,3,0,Hard,2486,1724957954762,1724957320345,debugnIlzk:debugA6niM,0.8479959817204992,9,5,0,0,0
TEST,8649068,12,10,3,6,7,forced,000100100100,C001001001000,C100100001100,010010000110,0,4,1,0,4,4,0,Hard,10925,1724957966489,1724957320345,debugnIlzk:debugA6niM,1.3219262220183743,5,2,0,0,0
TEST,8649068,12,10,3,6,7,forced,000100100100,C001001001000,C110100011010,011010001101,0,6,1,0,5,5,0,Hard,1416,1724957968706,1724957320345,debugnIlzk:debugA6niM,0.9999990224718628,2,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C000011100000,000001110000,0,3,1,0,6,6,1,NA,3316,1724957972824,1724957320345,debugnIlzk:debugA6niM,6.557705502096502e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C000000100110,000000010011,0,3,0,0,7,6,2,NA,3847,1724957977473,1724957320345,debugnIlzk:debugA6niM,5.246158502447381e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C110000000000,111000000000,0,3,0,0,8,6,3,NA,2943,1724957981217,1724957320345,debugnIlzk:debugA6niM,1.311540115991222e-07,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C001100000000,100110000000,0,3,1,0,9,6,4,NA,4576,1724957986594,1724957320345,debugnIlzk:debugA6niM,1.2173011551834954e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C000001010010,000000101001,0,3,1,0,10,6,5,NA,3249,1724957990644,1724957320345,debugnIlzk:debugA6niM,6.557700440686752e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C000010110000,000001011000,0,3,0,0,11,6,6,NA,7169,1724957998614,1724957320345,debugnIlzk:debugA6niM,3.203424213148739e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C100100001000,010010000100,0,3,1,0,12,6,7,NA,3812,1724958003227,1724957320345,debugnIlzk:debugA6niM,-3.1236349826461583e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C010001000010,001000100001,0,3,1,0,13,6,8,NA,8353,1724958012382,1724957320345,debugnIlzk:debugA6niM,-1.0412118501932679e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C001100001000,000110000100,0,3,2,0,14,6,9,NA,9104,1724958022287,1724957320345,debugnIlzk:debugA6niM,3.2034242131494687e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,7,guess,000100100100,C001001001000,C100001010000,010000101000,0,3,1,1,15,6,10,NA,4083,1724958027171,1724957320345,debugnIlzk:debugA6niM,-9.465560338346918e-36,1,1,0,0,0
TEST,8649068,12,10,3,6,8,forced,000100010100,C001000101000,C010010011110,001001001111,0,6,1,0,1,1,0,Hard,3502,1724958034453,1724957320345,debugnIlzk:debugA6niM,1.2895049210433134,220,90,1,1,1
TEST,8649068,12,10,3,6,8,forced,000100010100,C001000101000,C011100001100,101110000110,0,6,2,0,2,2,0,Hard,5838,1724958041093,1724957320345,debugnIlzk:debugA6niM,1.321926329855931,90,36,0,0,0
TEST,8649068,12,10,3,6,8,forced,000100010100,C001000101000,C101001001100,010100100110,0,5,2,0,3,3,0,Hard,1142,1724958043036,1724957320345,debugnIlzk:debugA6niM,1.5849601522035155,36,12,0,0,0
TEST,8649068,12,10,3,6,8,forced,000100010100,C001000101000,C000111010100,100011101010,0,6,0,0,4,4,0,Hard,1929,1724958045766,1724957320345,debugnIlzk:debugA6niM,2.584956760581279,12,2,0,0,0
TEST,8649068,12,10,3,6,8,forced,000100010100,C001000101000,C001000101110,000100010111,0,5,3,0,5,5,0,Hard,3831,1724958050398,1724957320345,debugnIlzk:debugA6niM,0.999999219202781,2,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C110000000000,111000000000,0,3,0,0,6,6,1,NA,3867,1724958055067,1724957320345,debugnIlzk:debugA6niM,6.557702522912279e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C111000000000,011100000000,0,3,1,0,7,6,2,NA,2003,1724958057871,1724957320345,debugnIlzk:debugA6niM,1.505609311460343e-14,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C011100000000,001110000000,0,3,1,0,8,6,3,NA,2077,1724958060749,1724957320345,debugnIlzk:debugA6niM,-1.2494537942817065e-27,1,1,1,0,1
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C001110000000,000111000000,0,3,1,0,9,6,4,NA,2331,1724958063880,1724957320345,debugnIlzk:debugA6niM,-3.1236352192851285e-28,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000111000000,000011100000,0,3,0,0,10,6,5,NA,2278,1724958066960,1724957320345,debugnIlzk:debugA6niM,-8.329691725239095e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000011100000,000001110000,0,3,1,0,11,6,6,NA,2202,1724958069964,1724957320345,debugnIlzk:debugA6niM,6.557699543728063e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000001110000,000000111000,0,3,1,0,12,6,7,NA,2151,1724958072915,1724957320345,debugnIlzk:debugA6niM,2.883081562768186e-15,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000000111000,000000011100,0,3,2,0,13,6,8,NA,6726,1724958080442,1724957320345,debugnIlzk:debugA6niM,6.557699832036203e-08,1,1,0,0,0
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000000011100,000000001110,0,3,1,0,14,6,9,NA,2919,1724958084162,1724957320345,debugnIlzk:debugA6niM,-1.041211566226453e-28,1,1,1,0,1
TEST,8649068,12,10,3,6,8,guess,000100010100,C001000101000,C000000001110,000000000111,0,3,1,1,15,6,10,NA,3134,1724958088096,1724957320345,debugnIlzk:debugA6niM,-4.73278027673662e-36,1,1,1,0,1
TEST,8649068,12,10,3,6,9,forced,010001000100,C100010001000,C010110100110,001011010011,0,6,1,0,1,1,0,Hard,3593,1724958095387,1724957320345,debugnIlzk:debugA6niM,1.2895049210433138,220,90,1,1,1
TEST,8649068,12,10,3,6,9,forced,010001000100,C100010001000,C000101101010,100010110101,0,6,1,0,2,2,0,Hard,1657,1724958097845,1724957320345,debugnIlzk:debugA6niM,1.3219263298559303,90,36,0,0,0
